,Nr. (ges.),Nr. (St.),Deutscher Titel,Original­titel,Zusammenfassung,Erstaus­strahlung USA,Deutsch­sprachige Erstaus­strahlung (—),Regie,Drehbuch
0,1,1,—,The Simpsons 20th Anniversary Special – In 3-D! On Ice!,Spezial zum 20. Jubiläum. Eine Dokumentation über das kulturelle Phänomen der Simpsons.,10. Jan. 2010,—,Morgan Spurlock,Jeremy Chilnick & Morgan Spurlock
